Time (s),Voltage(CH1) (V),Voltage(CH2) (V)
1.50664e-05,-5.08,-1.016
1.5066800000000001e-05,-5.08,-1.016
1.50672e-05,-5.08,-1.016
1.5067600000000001e-05,-5.08,-1.016
1.5068e-05,-5.08,-1.016
1.5068400000000001e-05,-5.08,-1.016
1.50688e-05,-5.08,-1.016
1.5069200000000001e-05,-5.08,-1.016
1.50696e-05,-5.08,-1.016
1.507e-05,-5.08,-1.016
1.50704e-05,-5.08,-1.016
1.50708e-05,-5.08,-1.016
1.50712e-05,-5.08,-1.016
1.50716e-05,-5.08,-1.016
1.5072e-05,-5.08,-1.016
1.50724e-05,-5.08,-1.016
1.50728e-05,-5.08,-1.016
1.50732e-05,-5.08,-1.016
1.50736e-05,-5.08,-1.016
1.5074e-05,-5.08,-1.016
1.5074400000000001e-05,-5.08,-1.016
1.50748e-05,-5.08,-1.016
1.5075200000000001e-05,-5.08,-1.016
1.50756e-05,-5.08,-1.016
1.5076000000000001e-05,-5.08,-1.016
1.50764e-05,-5.08,-1.016
1.5076800000000001e-05,-5.08,-1.016
1.50772e-05,-5.08,-1.016
1.5077600000000001e-05,-5.08,-1.016
1.5078e-05,-5.08,-1.016
1.5078400000000001e-05,-5.08,-1.016
1.50788e-05,-5.08,-1.016
1.5079200000000001e-05,-5.08,-1.016
1.50796e-05,-5.08,-1.016
1.5080000000000001e-05,-5.08,-1.016
1.50804e-05,-5.08,-1.016
1.5080800000000001e-05,-5.08,-1.016
1.50812e-05,-5.08,-1.016
1.50816e-05,-5.08,-1.016
1.5082e-05,-5.08,-1.016
1.50824e-05,-5.08,-1.016
1.50828e-05,-5.08,-1.016
1.50832e-05,-5.08,-1.016
1.50836e-05,-5.08,-1.016
1.5084e-05,-5.08,-1.016
1.50844e-05,-5.08,-1.016
1.50848e-05,-5.08,-1.016
1.5085200000000001e-05,-5.08,-1.016
1.50856e-05,-5.08,-1.016
1.5086000000000001e-05,-5.08,-1.016
1.50864e-05,-5.08,-1.016
1.5086800000000001e-05,-5.08,-1.016
1.50872e-05,-5.08,-1.016
1.5087600000000001e-05,-5.08,-1.016
1.5088e-05,-5.08,-1.016
1.5088400000000001e-05,-5.08,-1.016
1.50888e-05,-5.08,-1.016
1.5089200000000001e-05,-5.08,-1.016
1.50896e-05,-5.08,-1.016
1.5090000000000001e-05,-5.08,-1.016
1.50904e-05,-5.08,-1.016
1.5090800000000001e-05,-5.08,-1.016
1.50912e-05,-5.08,-1.016
1.5091600000000001e-05,-5.08,-1.016
1.5092e-05,-5.08,-1.016
1.5092400000000001e-05,-5.08,-1.016
1.50928e-05,-5.08,-1.016
1.50932e-05,-5.08,-1.016
1.50936e-05,-5.08,-1.016
1.5094e-05,-5.08,-1.016
1.50944e-05,-5.08,-1.016
1.50948e-05,-5.08,-1.016
1.50952e-05,-5.08,-1.016
1.50956e-05,-5.08,-1.016
1.5096e-05,-5.08,-1.016
1.50964e-05,-5.08,-1.016
1.5096800000000001e-05,-5.08,-1.016
1.50972e-05,-5.08,-1.016
1.5097600000000001e-05,-5.08,-1.016
1.5098e-05,-5.08,-1.016
1.5098400000000001e-05,-5.08,-1.016
1.50988e-05,-5.08,-1.016
1.5099200000000001e-05,-5.08,-1.016
1.50996e-05,-5.08,-1.016
1.5100000000000001e-05,-5.08,-1.016
1.51004e-05,-5.08,-1.016
1.5100800000000001e-05,-5.08,-1.016
1.51012e-05,-5.08,-1.016
1.5101600000000001e-05,-5.08,-1.016
1.5102e-05,-5.08,-1.016
1.5102400000000001e-05,-5.08,-1.016
1.51028e-05,-5.08,-1.016
1.5103200000000001e-05,-5.08,-1.016
1.51036e-05,-5.08,-1.016
1.5104e-05,-5.08,-1.016
1.51044e-05,-5.08,-1.016
1.51048e-05,-5.08,-1.016
1.51052e-05,-5.08,-1.016
1.51056e-05,-5.08,-1.016
1.5106e-05,-5.08,-1.016
1.51064e-05,-5.08,-1.016
1.51068e-05,-5.08,-1.016
1.51072e-05,-5.08,-1.016
1.51076e-05,-5.08,-1.016
1.5108e-05,-5.08,-1.016
1.5108400000000001e-05,-5.08,-1.016
1.51088e-05,-5.08,-1.016
1.5109200000000001e-05,-5.08,-1.016
1.51096e-05,-5.08,-1.016
1.5110000000000001e-05,-5.08,-1.016
1.51104e-05,-5.08,-1.016
1.5110800000000001e-05,-5.08,-1.016
1.51112e-05,-5.08,-1.016
1.5111600000000001e-05,-5.08,-1.016
1.5112e-05,-5.08,-1.016
1.5112400000000001e-05,-5.08,-1.016
1.51128e-05,-5.08,-1.016
1.5113200000000001e-05,-5.08,-1.016
1.51136e-05,-5.08,-1.016
1.5114000000000001e-05,-5.08,-1.016
1.51144e-05,-5.08,-1.016
1.5114800000000001e-05,-5.08,-1.016
1.51152e-05,-5.08,-1.016
1.51156e-05,-5.08,-1.016
1.5116e-05,-5.08,-1.016
1.51164e-05,-5.08,-1.016
1.51168e-05,-5.08,-1.016
1.51172e-05,-5.08,-1.016
1.51176e-05,-5.08,-1.016
1.5118e-05,-5.08,-1.016
1.51184e-05,-5.08,-1.016
1.51188e-05,-5.08,-1.016
1.5119200000000001e-05,-5.08,-1.016
1.51196e-05,-5.08,-1.016
1.5120000000000001e-05,-5.08,-1.016
1.51204e-05,-5.08,-1.016
1.5120800000000001e-05,-5.08,-1.016
1.51212e-05,-5.08,-1.016
1.5121600000000001e-05,-5.08,-1.016
1.5122e-05,-5.08,-1.016
1.5122400000000001e-05,-5.08,-1.016
1.51228e-05,-5.08,-1.016
1.5123200000000001e-05,-5.08,-1.016
1.51236e-05,-5.08,-1.016
1.5124000000000001e-05,-5.08,-1.016
1.51244e-05,-5.08,-1.016
1.5124800000000001e-05,-5.08,-1.016
1.51252e-05,-5.08,-1.016
1.5125600000000001e-05,-5.08,-1.016
1.5126e-05,-5.08,-1.016
1.51264e-05,-5.08,-1.016
1.51268e-05,-5.08,-1.016
1.51272e-05,-5.08,-1.016
1.51276e-05,-5.08,-1.016
1.5128e-05,-5.08,-1.016
1.51284e-05,-5.08,-1.016
1.51288e-05,-5.08,-1.016
1.51292e-05,-5.08,-1.016
1.51296e-05,-5.08,-1.016
1.513e-05,-5.08,-1.016
1.51304e-05,-5.08,-1.016
1.5130800000000001e-05,-5.08,-1.016
1.51312e-05,-5.08,-1.016
1.5131600000000001e-05,-5.08,-1.016
1.5132e-05,-5.08,-1.016
1.5132400000000001e-05,-5.08,-1.016
1.51328e-05,-5.08,-1.016
1.5133200000000001e-05,-5.08,-1.016
1.51336e-05,-5.08,-1.016
1.5134000000000001e-05,-5.08,-1.016
1.51344e-05,-5.08,-1.016
1.5134800000000001e-05,-5.08,-1.016
1.51352e-05,-5.08,-1.016
1.5135600000000001e-05,-5.08,-1.016
1.5136e-05,-5.08,-1.016
1.5136400000000001e-05,-5.08,-1.016
1.51368e-05,-5.08,-1.016
1.5137200000000001e-05,-5.08,-1.016
1.51376e-05,-5.08,-1.016
1.5138e-05,-5.08,-1.016
1.51384e-05,-5.08,-1.016
1.51388e-05,-5.08,-1.016
1.51392e-05,-5.08,-1.016
1.51396e-05,-5.08,-1.016
1.514e-05,-5.08,-1.016
1.51404e-05,-5.08,-1.016
1.51408e-05,-5.08,-1.016
1.51412e-05,-5.08,-1.016
1.5141600000000001e-05,-5.08,-1.016
1.5142e-05,-5.08,-1.016
1.5142400000000001e-05,-5.08,-1.016
1.51428e-05,-5.08,-1.016
1.5143200000000001e-05,-5.08,-1.016
1.51436e-05,-5.08,-1.016
1.5144000000000001e-05,-5.08,-1.016
1.51444e-05,-5.08,-1.016
1.5144800000000001e-05,-5.08,-1.016
1.51452e-05,-5.08,-1.016
1.5145600000000001e-05,-5.08,-1.016
1.5146e-05,-5.08,-1.016
1.5146400000000001e-05,-5.08,-1.016
1.51468e-05,-5.08,-1.016
1.5147200000000001e-05,-5.08,-1.016
1.51476e-05,-5.08,-1.016
1.5148000000000001e-05,-5.08,-1.016
1.51484e-05,-5.08,-1.016
1.5148800000000001e-05,-5.08,-1.016
1.51492e-05,-5.08,-1.016
1.51496e-05,-5.08,-1.016
1.515e-05,-5.08,-1.016
1.51504e-05,-5.08,-1.016
1.51508e-05,-5.08,-1.016
1.51512e-05,-5.08,-1.016
1.51516e-05,-5.08,-1.016
1.5152e-05,-5.08,-1.016
1.51524e-05,-5.08,-1.016
1.51528e-05,-5.08,-1.016
1.5153200000000001e-05,-5.08,-1.016
1.51536e-05,-5.08,-1.016
1.5154000000000001e-05,-5.08,-1.016
1.51544e-05,-5.08,-1.016
1.5154800000000001e-05,-5.08,-1.016
1.51552e-05,-5.08,-1.016
1.5155600000000001e-05,-5.08,-1.016
1.5156e-05,-5.08,-1.016
1.5156400000000001e-05,-5.08,-1.016
1.51568e-05,-5.08,-1.016
1.5157200000000001e-05,-5.08,-1.016
1.51576e-05,-5.08,-1.016
1.5158000000000001e-05,-5.08,-1.016
1.51584e-05,-5.08,-1.016
1.5158800000000001e-05,-5.08,-1.016
1.51592e-05,-5.08,-1.016
1.5159600000000001e-05,-5.08,-1.016
1.516e-05,-5.08,-1.016
1.51604e-05,-5.08,-1.016
1.51608e-05,-5.08,-1.016
1.51612e-05,-5.08,-1.016
1.51616e-05,-5.08,-1.016
1.5162e-05,-5.08,-1.016
1.51624e-05,-5.08,-1.016
1.51628e-05,-5.08,-1.016
1.51632e-05,-5.08,-1.016
1.51636e-05,-5.08,-1.016
1.5164e-05,-5.08,-1.016
1.51644e-05,-5.08,-1.016
1.5164800000000001e-05,-5.08,-1.016
1.51652e-05,-5.08,-1.016
1.5165600000000001e-05,-5.08,-1.016
1.5166e-05,-5.08,-1.016
1.5166400000000001e-05,-5.08,-1.016
1.51668e-05,-5.08,-1.016
1.5167200000000001e-05,-5.08,-1.016
1.51676e-05,-5.08,-1.016
1.5168000000000001e-05,-5.08,-1.016
1.51684e-05,-5.08,-1.016
1.5168800000000001e-05,-5.08,-1.016
1.51692e-05,-5.08,-1.016
1.5169600000000001e-05,-5.08,-1.016
1.517e-05,-5.08,-1.016
1.5170400000000001e-05,-5.08,-1.016
1.51708e-05,-5.08,-1.016
1.5171200000000001e-05,-5.08,-1.016
1.51716e-05,-5.08,-1.016
1.5172e-05,-5.08,-1.016
1.51724e-05,-5.08,-1.016
1.51728e-05,-5.08,-1.016
1.51732e-05,-5.08,-1.016
1.51736e-05,-5.08,-1.016
1.5174e-05,-5.08,-1.016
1.51744e-05,-5.08,-1.016
1.51748e-05,-5.08,-1.016
1.51752e-05,-5.08,-1.016
1.5175600000000001e-05,-5.08,-1.016
1.5176e-05,-5.08,-1.016
1.5176400000000001e-05,-5.08,-1.016
1.51768e-05,-5.08,-1.016
1.5177200000000001e-05,-5.08,-1.016
1.51776e-05,-5.08,-1.016
1.5178000000000001e-05,-5.08,-1.016
1.51784e-05,-5.08,-1.016
1.5178800000000001e-05,-5.08,-1.016
1.51792e-05,-5.08,-1.016
1.5179600000000001e-05,-5.08,-1.016
1.518e-05,-5.08,-1.016
1.5180400000000001e-05,-5.08,-1.016
1.51808e-05,-5.08,-1.016
1.5181200000000001e-05,-5.08,-1.016
1.51816e-05,-5.08,-1.016
1.5182000000000001e-05,-5.08,-1.016
1.51824e-05,-5.08,-1.016
1.51828e-05,-5.08,-1.016
1.51832e-05,-5.08,-1.016
1.51836e-05,-5.08,-1.016
1.5184e-05,-5.08,-1.016
1.51844e-05,-5.08,-1.016
1.51848e-05,-5.08,-1.016
1.51852e-05,-5.08,-1.016
1.51856e-05,-5.08,-1.016
1.5186e-05,-5.08,-1.016
1.51864e-05,-5.08,-1.016
1.51868e-05,-5.08,-1.016
1.5187200000000001e-05,-5.08,-1.016
1.51876e-05,-5.08,-1.016
1.5188000000000001e-05,-5.08,-1.016
1.51884e-05,-5.08,-1.016
1.5188800000000001e-05,-5.08,-1.016
1.51892e-05,-5.08,-1.016
1.5189600000000001e-05,-5.08,-1.016
1.519e-05,-5.08,-1.016
1.5190400000000001e-05,-5.08,-1.016
1.51908e-05,-5.08,-1.016
1.5191200000000001e-05,-5.08,-1.016
1.51916e-05,-5.08,-1.016
1.5192000000000001e-05,-5.08,-1.016
1.51924e-05,-5.08,-1.016
1.5192800000000001e-05,-5.08,-1.016
1.51932e-05,-5.08,-1.016
1.5193600000000001e-05,-5.08,-1.016
1.5194e-05,-5.08,-1.016
1.51944e-05,-5.08,-1.016
1.51948e-05,-5.08,-1.016
1.51952e-05,-5.08,-1.016
1.51956e-05,-5.08,-1.016
1.5196e-05,-5.08,-1.016
1.51964e-05,-5.08,-1.016
1.51968e-05,-5.08,-1.016
1.51972e-05,-5.08,-1.016
1.51976e-05,-5.08,-1.016
1.5198000000000001e-05,-5.08,-1.016
1.51984e-05,-5.08,-1.016
1.5198800000000001e-05,-5.08,-1.016
1.51992e-05,-5.08,-1.016
1.5199600000000001e-05,-5.08,-1.016
1.52e-05,-5.08,-1.016
1.5200400000000001e-05,-5.08,-1.016
1.52008e-05,-5.08,-1.016
1.5201200000000001e-05,-5.08,-1.016
1.52016e-05,-5.08,-1.016
1.5202000000000001e-05,-5.08,-1.016
1.52024e-05,-5.08,-1.016
1.5202800000000001e-05,-5.08,-1.016
1.52032e-05,-5.08,-1.016
1.5203600000000001e-05,-5.08,-1.016
1.5204e-05,-5.08,-1.016
1.5204400000000001e-05,-5.08,-1.016
1.52048e-05,-5.08,-1.016
1.5205200000000001e-05,-5.08,-1.016
1.52056e-05,-5.08,-1.016
1.5206e-05,-5.08,-1.016
1.52064e-05,-5.08,-1.016
1.52068e-05,-5.08,-1.016
1.52072e-05,-5.08,-1.016
1.52076e-05,-5.08,-1.016
1.5208e-05,-5.08,-1.016
1.52084e-05,-5.08,-1.016
1.52088e-05,-5.08,-1.016
1.52092e-05,-5.08,-1.016
1.5209600000000001e-05,-5.08,-1.016
1.521e-05,-5.08,-1.016
1.5210400000000001e-05,-5.08,-1.016
1.52108e-05,-5.08,-1.016
1.5211200000000001e-05,-5.08,-1.016
1.52116e-05,-5.08,-1.016
1.5212000000000001e-05,-5.08,-1.016
1.52124e-05,-5.08,-1.016
1.5212800000000001e-05,-5.08,-1.016
1.52132e-05,-5.08,-1.016
1.5213600000000001e-05,-5.08,-1.016
1.5214e-05,-5.08,-1.016
1.5214400000000001e-05,-5.08,-1.016
1.52148e-05,-5.08,-1.016
1.5215200000000001e-05,-5.08,-1.016
1.52156e-05,-5.08,-1.016
1.5216000000000001e-05,-5.08,-1.016
1.52164e-05,-5.08,-1.016
1.52168e-05,-5.08,-1.016
1.52172e-05,-5.08,-1.016
1.52176e-05,-5.08,-1.016
1.5218e-05,-5.08,-1.016
1.52184e-05,-5.08,-1.016
1.52188e-05,-5.08,-1.016
1.52192e-05,-5.08,-1.016
1.52196e-05,-5.08,-1.016
1.522e-05,-5.08,-1.016
1.52204e-05,-5.08,-1.016
1.52208e-05,-5.08,-1.016
1.5221200000000001e-05,-5.08,-1.016
1.52216e-05,-5.08,-1.016
1.5222000000000001e-05,-5.08,-1.016
1.52224e-05,-5.08,-1.016
1.5222800000000001e-05,-5.08,-1.016
1.52232e-05,-5.08,-1.016
1.5223600000000001e-05,-5.08,-1.016
1.5224e-05,-5.08,-1.016
1.5224400000000001e-05,-5.08,-1.016
1.52248e-05,-5.08,-1.016
1.5225200000000001e-05,-5.08,-1.016
1.52256e-05,-5.08,-1.016
1.5226000000000001e-05,-5.08,-1.016
1.52264e-05,-5.08,-1.016
1.5226800000000001e-05,-5.08,-1.016
1.52272e-05,-5.08,-1.016
1.5227600000000001e-05,-5.08,-1.016
1.5228e-05,-5.08,-1.016
1.52284e-05,-5.08,-1.016
1.52288e-05,-5.08,-1.016
1.52292e-05,-5.08,-1.016
1.52296e-05,-5.08,-1.016
1.523e-05,-5.08,-1.016
1.52304e-05,-5.08,-1.016
1.52308e-05,-5.08,-1.016
1.52312e-05,-5.08,-1.016
1.52316e-05,-5.08,-1.016
1.5232000000000001e-05,-5.08,-1.016
1.52324e-05,-5.08,-1.016
1.5232800000000001e-05,-5.08,-1.016
1.52332e-05,-5.08,-1.016
1.5233600000000001e-05,-5.08,-1.016
1.5234e-05,-5.08,-1.016
1.5234400000000001e-05,-5.08,-1.016
1.52348e-05,-5.08,-1.016
1.5235200000000001e-05,-5.08,-1.016
1.52356e-05,-5.08,-1.016
1.5236000000000001e-05,-5.08,-1.016
1.52364e-05,-5.08,-1.016
1.5236800000000001e-05,-5.08,-1.016
1.52372e-05,-5.08,-1.016
1.5237600000000001e-05,-5.08,-1.016
1.5238e-05,-5.08,-1.016
1.5238400000000001e-05,-5.08,-1.016
1.52388e-05,-5.08,-1.016
1.52392e-05,-5.08,-1.016
1.52396e-05,-5.08,-1.016
1.524e-05,-5.08,-1.016
1.52404e-05,-5.08,-1.016
1.52408e-05,-5.08,-1.016
1.52412e-05,-5.08,-1.016
1.52416e-05,-5.08,-1.016
1.5242e-05,-5.08,-1.016
1.52424e-05,-5.08,-1.016
1.52428e-05,-5.08,-1.016
1.52432e-05,-5.08,-1.016
1.5243600000000001e-05,-5.08,-1.016
1.5244e-05,-5.08,-1.016
1.5244400000000001e-05,-5.08,-1.016
1.52448e-05,-5.08,-1.016
1.5245200000000001e-05,-5.08,-1.016
1.52456e-05,-5.08,-1.016
1.5246000000000001e-05,-5.08,-1.016
1.52464e-05,-5.08,-1.016
1.5246800000000001e-05,-5.08,-1.016
1.52472e-05,-5.08,-1.016
1.5247600000000001e-05,-5.08,-1.016
1.5248e-05,-5.08,-1.016
1.5248400000000001e-05,-5.08,-1.016
1.52488e-05,-5.08,-1.016
1.5249200000000001e-05,-5.08,-1.016
1.52496e-05,-5.08,-1.016
1.5250000000000001e-05,-5.08,-1.016
1.52504e-05,-5.08,-1.016
1.52508e-05,-5.08,-1.016
1.52512e-05,-5.08,-1.016
1.52516e-05,-5.08,-1.016
1.5252e-05,-5.08,-1.016
1.52524e-05,-5.08,-1.016
1.52528e-05,-5.08,-1.016
1.52532e-05,-5.08,-1.016
1.52536e-05,-5.08,-1.016
1.5254e-05,-5.08,-1.016
1.5254400000000001e-05,-5.08,-1.016
1.52548e-05,-5.08,-1.016
1.5255200000000001e-05,-5.08,-1.016
1.52556e-05,-5.08,-1.016
1.5256000000000001e-05,-5.08,-1.016
1.52564e-05,-5.08,-1.016
1.5256800000000001e-05,-5.08,-1.016
1.52572e-05,-5.08,-1.016
1.5257600000000001e-05,-5.08,-1.016
1.5258e-05,-5.08,-1.016
1.5258400000000001e-05,-5.08,-1.016
1.52588e-05,-5.08,-1.016
1.52592e-05,-5.08,-1.016
1.5259600000000002e-05,-5.08,-1.016
1.526e-05,-5.08,-1.016
1.52604e-05,-5.08,-1.016
1.52608e-05,-5.08,-1.016
1.5261200000000002e-05,-5.08,-1.016
1.52616e-05,-5.08,-1.016
1.5262e-05,-5.08,-1.016
1.52624e-05,-5.08,-1.016
1.52628e-05,-5.08,-1.016
1.52632e-05,-5.08,-1.016
1.52636e-05,-5.08,-1.016
1.5264e-05,-5.08,-1.016
1.52644e-05,-5.08,-1.016
1.52648e-05,-5.08,-1.016
1.52652e-05,-5.08,-1.016
1.5265600000000002e-05,-5.08,-1.016
1.5266e-05,-5.08,-1.016
1.52664e-05,-5.08,-1.016
1.52668e-05,-5.08,-1.016
1.5267200000000002e-05,-5.08,-1.016
1.52676e-05,-5.08,-1.016
1.5268e-05,-5.08,-1.016
1.52684e-05,-5.08,-1.016
1.5268800000000002e-05,-5.08,-1.016
1.52692e-05,-5.08,-1.016
1.52696e-05,-5.08,-1.016
1.527e-05,-5.08,-1.016
1.5270400000000002e-05,-5.08,-1.016
1.52708e-05,-5.08,-1.016
1.52712e-05,-5.08,-1.016
1.52716e-05,-5.08,-1.016
1.5272000000000002e-05,-5.08,-1.016
1.52724e-05,-5.08,-1.016
1.52728e-05,-5.08,-1.016
1.52732e-05,-5.08,-1.016
1.52736e-05,-5.08,-1.016
1.5274e-05,-5.08,-1.016
1.52744e-05,-5.08,-1.016
1.52748e-05,-5.08,-1.016
1.52752e-05,-5.08,-1.016
1.52756e-05,-5.08,-1.016
1.5276e-05,-5.08,-1.016
1.52764e-05,-5.08,-1.016
1.52768e-05,-5.08,-1.016
1.52772e-05,-5.08,-1.016
1.52776e-05,-5.08,-1.016
1.5278000000000002e-05,-5.08,-1.016
1.52784e-05,-5.08,-1.016
1.52788e-05,-5.08,-1.016
1.52792e-05,-5.08,-1.016
1.5279600000000002e-05,-5.08,-1.016
1.528e-05,-5.08,-1.016
1.52804e-05,-5.08,-1.016
1.52808e-05,-5.08,-1.016
1.5281200000000002e-05,-5.08,-1.016
1.52816e-05,-5.08,-1.016
1.5282e-05,-5.08,-1.016
1.52824e-05,-5.08,-1.016
1.5282800000000002e-05,-5.08,-1.016
1.52832e-05,-5.08,-1.016
1.52836e-05,-5.08,-1.016
1.5284e-05,-5.08,-1.016
1.52844e-05,-5.08,-1.016
1.52848e-05,-5.08,-1.016
1.52852e-05,-5.08,-1.016
1.52856e-05,-5.08,-1.016
1.5286e-05,-5.08,-1.016
1.52864e-05,-5.08,-1.016
1.52868e-05,-5.08,-1.016
1.52872e-05,-5.08,-1.016
1.52876e-05,-5.08,-1.016
1.5288e-05,-5.08,-1.016
1.52884e-05,-5.08,-1.016
1.5288800000000002e-05,-5.08,-1.016
1.52892e-05,-5.08,-1.016
1.52896e-05,-5.08,-1.016
1.529e-05,-5.08,-1.016
1.5290400000000002e-05,-5.08,-1.016
1.52908e-05,-5.08,-1.016
1.52912e-05,-5.08,-1.016
1.52916e-05,-5.08,-1.016
1.5292000000000002e-05,-5.08,-1.016
1.52924e-05,-5.08,-1.016
1.52928e-05,-5.08,-1.016
1.52932e-05,-5.08,-1.016
1.5293600000000002e-05,-5.08,-1.016
1.5294e-05,-5.08,-1.016
1.52944e-05,-5.08,-1.016
1.52948e-05,-5.08,-1.016
1.5295200000000002e-05,-5.08,-1.016
1.52956e-05,-5.08,-1.016
1.5296e-05,-5.08,-1.016
1.52964e-05,-5.08,-1.016
1.52968e-05,-5.08,-1.016
1.52972e-05,-5.08,-1.016
1.52976e-05,-5.08,-1.016
1.5298e-05,-5.08,-1.016
1.52984e-05,-5.08,-1.016
1.52988e-05,-5.08,-1.016
1.52992e-05,-5.08,-1.016
1.5299600000000002e-05,-5.08,-1.016
1.53e-05,-5.08,-1.016
1.53004e-05,-5.08,-1.016
1.53008e-05,-5.08,-1.016
1.5301200000000002e-05,-5.08,-1.016
1.53016e-05,-5.08,-1.016
1.5302e-05,-5.08,-1.016
1.53024e-05,-5.08,-1.016
1.5302800000000002e-05,-5.08,-1.016
1.53032e-05,-5.08,-1.016
1.53036e-05,-5.08,-1.016
1.5304e-05,-5.08,-1.016
1.5304400000000002e-05,-5.08,-1.016
1.53048e-05,-5.08,-1.016
1.53052e-05,-5.08,-1.016
1.53056e-05,-5.08,-1.016
1.5306000000000002e-05,-5.08,-1.016
1.53064e-05,-5.08,-1.016
1.53068e-05,-5.08,-1.016
1.53072e-05,-5.08,-1.016
1.53076e-05,-5.08,-1.016
1.5308e-05,-5.08,-1.016
1.53084e-05,-5.08,-1.016
1.53088e-05,-5.08,-1.016
1.53092e-05,-5.08,-1.016
1.53096e-05,-5.08,-1.016
1.531e-05,-5.08,-1.016
1.53104e-05,-5.08,-1.016
1.53108e-05,-5.08,-1.016
1.53112e-05,-5.08,-1.016
1.53116e-05,-5.08,-1.016
1.5312000000000002e-05,-5.08,-1.016
1.53124e-05,-5.08,-1.016
1.53128e-05,-5.08,-1.016
1.53132e-05,-5.08,-1.016
1.5313600000000002e-05,-5.08,-1.016
1.5314e-05,-5.08,-1.016
1.53144e-05,-5.08,-1.016
1.53148e-05,-5.08,-1.016
1.5315200000000002e-05,-5.08,-1.016
1.53156e-05,-5.08,-1.016
1.5316e-05,-5.08,-1.016
1.53164e-05,-5.08,-1.016
1.5316800000000002e-05,-5.08,-1.016
1.53172e-05,-5.08,-1.016
1.53176e-05,-5.08,-1.016
1.5318e-05,-5.08,-1.016
1.53184e-05,-5.08,-1.016
1.53188e-05,-5.08,-1.016
1.53192e-05,-5.08,-1.016
1.53196e-05,-5.08,-1.016
1.532e-05,-5.08,-1.016
1.53204e-05,-5.08,-1.016
1.53208e-05,-5.08,-1.016
1.53212e-05,-5.08,-1.016
1.53216e-05,-5.08,-1.016
1.5322e-05,-5.08,-1.016
1.53224e-05,-5.08,-1.016
1.5322800000000002e-05,-5.08,-1.016
1.53232e-05,-5.08,-1.016
1.53236e-05,-5.08,-1.016
1.5324e-05,-5.08,-1.016
1.5324400000000002e-05,-5.08,-1.016
1.53248e-05,-5.08,-1.016
1.53252e-05,-5.08,-1.016
1.53256e-05,-5.08,-1.016
1.5326000000000002e-05,-5.08,-1.016
1.53264e-05,-5.08,-1.016
1.53268e-05,-5.08,-1.016
1.53272e-05,-5.08,-1.016
1.5327600000000002e-05,-5.08,-1.016
1.5328e-05,-5.08,-1.016
1.53284e-05,-5.08,-1.016
1.53288e-05,-5.08,-1.016
1.5329200000000002e-05,-5.08,-1.016
1.53296e-05,-5.08,-1.016
1.533e-05,-5.08,-1.016
1.53304e-05,-5.08,-1.016
1.53308e-05,-5.08,-1.016
1.53312e-05,-5.08,-1.016
1.53316e-05,-5.08,-1.016
1.5332e-05,-5.08,-1.016
1.53324e-05,-5.08,-1.016
1.53328e-05,-5.08,-1.016
1.53332e-05,-5.08,-1.016
1.5333600000000002e-05,-5.08,-1.016
1.5334e-05,-5.08,-1.016
1.53344e-05,-5.08,-1.016
1.53348e-05,-5.08,-1.016
1.5335200000000002e-05,-5.08,-1.016
1.53356e-05,-5.08,-1.016
1.5336e-05,-5.08,-1.016
1.53364e-05,-5.08,-1.016
1.5336800000000002e-05,-5.08,-1.016
1.53372e-05,-5.08,-1.016
1.53376e-05,-5.08,-1.016
1.5338e-05,-5.08,-1.016
1.5338400000000002e-05,-5.08,-1.016
1.53388e-05,-5.08,-1.016
1.53392e-05,-5.08,-1.016
1.53396e-05,-5.08,-1.016
1.5340000000000002e-05,-5.08,-1.016
1.53404e-05,-5.08,-1.016
1.53408e-05,-5.08,-1.016
1.53412e-05,-5.08,-1.016
1.53416e-05,-5.08,-1.016
1.5342e-05,-5.08,-1.016
1.53424e-05,-5.08,-1.016
1.53428e-05,-5.08,-1.016
1.53432e-05,-5.08,-1.016
1.53436e-05,-5.08,-1.016
1.5344e-05,-5.08,-1.016
1.53444e-05,-5.08,-1.016
1.53448e-05,-5.08,-1.016
1.53452e-05,-5.08,-1.016
1.53456e-05,-5.08,-1.016
1.5346000000000002e-05,-5.08,-1.016
1.53464e-05,-5.08,-1.016
1.53468e-05,-5.08,-1.016
1.53472e-05,-5.08,-1.016
1.5347600000000002e-05,-5.08,-1.016
1.5348e-05,-5.08,-1.016
1.53484e-05,-5.08,-1.016
1.53488e-05,-5.08,-1.016
1.5349200000000002e-05,-5.08,-1.016
1.53496e-05,-5.08,-1.016
1.535e-05,-5.08,-1.016
1.53504e-05,-5.08,-1.016
1.5350800000000002e-05,-5.08,-1.016
1.53512e-05,-5.08,-1.016
1.53516e-05,-5.08,-1.016
1.5352e-05,-5.08,-1.016
1.53524e-05,-5.08,-1.016
1.53528e-05,-5.08,-1.016
1.53532e-05,-5.08,-1.016
1.53536e-05,-5.08,-1.016
1.5354e-05,-5.08,-1.016
1.53544e-05,-5.08,-1.016
1.53548e-05,-5.08,-1.016
1.53552e-05,-5.08,-1.016
1.53556e-05,-5.08,-1.016
1.5356e-05,-5.08,-1.016
1.53564e-05,-5.08,-1.016
1.5356800000000002e-05,-5.08,-1.016
1.53572e-05,-5.08,-1.016
1.53576e-05,-5.08,-1.016
1.5358e-05,-5.08,-1.016
1.5358400000000002e-05,-5.08,-1.016
1.53588e-05,-5.08,-1.016
1.53592e-05,-5.08,-1.016
