Time (s),Voltage(CH1) (V),Voltage(CH2) (V)
8.2768e-06,-5.08,-1.016
8.277200000000001e-06,-5.08,-1.016
8.2776e-06,-5.08,-1.016
8.278000000000001e-06,-5.08,-1.016
8.2784e-06,-5.08,-1.016
8.278800000000001e-06,-5.08,-1.016
8.2792e-06,-5.08,-1.016
8.2796e-06,-5.08,-1.016
8.28e-06,-5.08,-1.016
8.2804e-06,-5.08,-1.016
8.2808e-06,-5.08,-1.016
8.2812e-06,-5.08,-1.016
8.2816e-06,-5.08,-1.016
8.282e-06,-5.08,-1.016
8.2824e-06,-5.08,-1.016
8.2828e-06,-5.08,-1.016
8.2832e-06,-5.08,-1.016
8.2836e-06,-5.08,-1.016
8.284e-06,-5.08,-1.016
8.2844e-06,-5.08,-1.016
8.2848e-06,-5.08,-1.016
8.2852e-06,-5.08,-1.016
8.2856e-06,-5.08,-1.016
8.286e-06,-5.08,-1.016
8.2864e-06,-5.08,-1.016
8.2868e-06,-5.08,-1.016
8.287200000000001e-06,-5.08,-1.016
8.2876e-06,-5.08,-1.016
8.288000000000001e-06,-5.08,-1.016
8.2884e-06,-5.08,-1.016
8.288800000000001e-06,-5.08,-1.016
8.2892e-06,-5.08,-1.016
8.289600000000001e-06,-5.08,-1.016
8.29e-06,-5.08,-1.016
8.290400000000001e-06,-5.08,-1.016
8.2908e-06,-5.08,-1.016
8.2912e-06,-5.08,-1.016
8.2916e-06,-5.08,-1.016
8.292e-06,-5.08,-1.016
8.2924e-06,-5.08,-1.016
8.2928e-06,-5.08,-1.016
8.2932e-06,-5.08,-1.016
8.2936e-06,-5.08,-1.016
8.294e-06,-5.08,-1.016
8.2944e-06,-5.08,-1.016
8.2948e-06,-5.08,-1.016
8.2952e-06,-5.08,-1.016
8.2956e-06,-5.08,-1.016
8.296e-06,-5.08,-1.016
8.2964e-06,-5.08,-1.016
8.2968e-06,-5.08,-1.016
8.2972e-06,-5.08,-1.016
8.2976e-06,-5.08,-1.016
8.298000000000001e-06,-5.08,-1.016
8.2984e-06,-5.08,-1.016
8.298800000000001e-06,-5.08,-1.016
8.2992e-06,-5.08,-1.016
8.299600000000001e-06,-5.08,-1.016
8.3e-06,-5.08,-1.016
8.300400000000001e-06,-5.08,-1.016
8.3008e-06,-5.08,-1.016
8.301200000000001e-06,-5.08,-1.016
8.3016e-06,-5.08,-1.016
8.302e-06,-5.08,-1.016
8.3024e-06,-5.08,-1.016
8.3028e-06,-5.08,-1.016
8.3032e-06,-5.08,-1.016
8.3036e-06,-5.08,-1.016
8.304e-06,-5.08,-1.016
8.3044e-06,-5.08,-1.016
8.3048e-06,-5.08,-1.016
8.3052e-06,-5.08,-1.016
8.3056e-06,-5.08,-1.016
8.306e-06,-5.08,-1.016
8.3064e-06,-5.08,-1.016
8.3068e-06,-5.08,-1.016
8.3072e-06,-5.08,-1.016
8.3076e-06,-5.08,-1.016
8.308e-06,-5.08,-1.016
8.3084e-06,-5.08,-1.016
8.3088e-06,-5.08,-1.016
8.3092e-06,-5.08,-1.016
8.309600000000001e-06,-5.08,-1.016
8.31e-06,-5.08,-1.016
8.310400000000001e-06,-5.08,-1.016
8.3108e-06,-5.08,-1.016
8.311200000000001e-06,-5.08,-1.016
8.3116e-06,-5.08,-1.016
8.312000000000001e-06,-5.08,-1.016
8.3124e-06,-5.08,-1.016
8.312800000000001e-06,-5.08,-1.016
8.3132e-06,-5.08,-1.016
8.3136e-06,-5.08,-1.016
8.314e-06,-5.08,-1.016
8.3144e-06,-5.08,-1.016
8.3148e-06,-5.08,-1.016
8.3152e-06,-5.08,-1.016
8.3156e-06,-5.08,-1.016
8.316e-06,-5.08,-1.016
8.3164e-06,-5.08,-1.016
8.3168e-06,-5.08,-1.016
8.3172e-06,-5.08,-1.016
8.3176e-06,-5.08,-1.016
8.318e-06,-5.08,-1.016
8.3184e-06,-5.08,-1.016
8.3188e-06,-5.08,-1.016
8.3192e-06,-5.08,-1.016
8.3196e-06,-5.08,-1.016
8.32e-06,-5.08,-1.016
8.3204e-06,-5.08,-1.016
8.3208e-06,-5.08,-1.016
8.321200000000001e-06,-5.08,-1.016
8.3216e-06,-5.08,-1.016
8.322000000000001e-06,-5.08,-1.016
8.3224e-06,-5.08,-1.016
8.322800000000001e-06,-5.08,-1.016
8.3232e-06,-5.08,-1.016
8.323600000000001e-06,-5.08,-1.016
8.324e-06,-5.08,-1.016
8.324400000000001e-06,-5.08,-1.016
8.3248e-06,-5.08,-1.016
8.3252e-06,-5.08,-1.016
8.3256e-06,-5.08,-1.016
8.326e-06,-5.08,-1.016
8.3264e-06,-5.08,-1.016
8.3268e-06,-5.08,-1.016
8.3272e-06,-5.08,-1.016
8.3276e-06,-5.08,-1.016
8.328e-06,-5.08,-1.016
8.3284e-06,-5.08,-1.016
8.3288e-06,-5.08,-1.016
8.3292e-06,-5.08,-1.016
8.3296e-06,-5.08,-1.016
8.33e-06,-5.08,-1.016
8.3304e-06,-5.08,-1.016
8.3308e-06,-5.08,-1.016
8.3312e-06,-5.08,-1.016
8.3316e-06,-5.08,-1.016
8.332000000000001e-06,-5.08,-1.016
8.3324e-06,-5.08,-1.016
8.332800000000001e-06,-5.08,-1.016
8.3332e-06,-5.08,-1.016
8.333600000000001e-06,-5.08,-1.016
8.334e-06,-5.08,-1.016
8.334400000000001e-06,-5.08,-1.016
8.3348e-06,-5.08,-1.016
8.335200000000001e-06,-5.08,-1.016
8.3356e-06,-5.08,-1.016
8.336e-06,-5.08,-1.016
8.3364e-06,-5.08,-1.016
8.3368e-06,-5.08,-1.016
8.3372e-06,-5.08,-1.016
8.3376e-06,-5.08,-1.016
8.338e-06,-5.08,-1.016
8.3384e-06,-5.08,-1.016
8.3388e-06,-5.08,-1.016
8.3392e-06,-5.08,-1.016
8.3396e-06,-5.08,-1.016
8.34e-06,-5.08,-1.016
8.3404e-06,-5.08,-1.016
8.3408e-06,-5.08,-1.016
8.3412e-06,-5.08,-1.016
8.3416e-06,-5.08,-1.016
8.342e-06,-5.08,-1.016
8.3424e-06,-5.08,-1.016
8.3428e-06,-5.08,-1.016
8.3432e-06,-5.08,-1.016
8.343600000000001e-06,-5.08,-1.016
8.344e-06,-5.08,-1.016
8.344400000000001e-06,-5.08,-1.016
8.3448e-06,-5.08,-1.016
8.345200000000001e-06,-5.08,-1.016
8.3456e-06,-5.08,-1.016
8.346000000000001e-06,-5.08,-1.016
8.3464e-06,-5.08,-1.016
8.346800000000001e-06,-5.08,-1.016
8.3472e-06,-5.08,-1.016
8.3476e-06,-5.08,-1.016
8.348e-06,-5.08,-1.016
8.3484e-06,-5.08,-1.016
8.3488e-06,-5.08,-1.016
8.3492e-06,-5.08,-1.016
8.3496e-06,-5.08,-1.016
8.35e-06,-5.08,-1.016
8.3504e-06,-5.08,-1.016
8.3508e-06,-5.08,-1.016
8.3512e-06,-5.08,-1.016
8.3516e-06,-5.08,-1.016
8.352e-06,-5.08,-1.016
8.3524e-06,-5.08,-1.016
8.3528e-06,-5.08,-1.016
8.3532e-06,-5.08,-1.016
8.3536e-06,-5.08,-1.016
8.354e-06,-5.08,-1.016
8.354400000000001e-06,-5.08,-1.016
8.3548e-06,-5.08,-1.016
8.355200000000001e-06,-5.08,-1.016
8.3556e-06,-5.08,-1.016
8.356000000000001e-06,-5.08,-1.016
8.3564e-06,-5.08,-1.016
8.356800000000001e-06,-5.08,-1.016
8.3572e-06,-5.08,-1.016
8.357600000000001e-06,-5.08,-1.016
8.358e-06,-5.08,-1.016
8.3584e-06,-5.08,-1.016
8.3588e-06,-5.08,-1.016
8.3592e-06,-5.08,-1.016
8.3596e-06,-5.08,-1.016
8.36e-06,-5.08,-1.016
8.3604e-06,-5.08,-1.016
8.3608e-06,-5.08,-1.016
8.3612e-06,-5.08,-1.016
8.3616e-06,-5.08,-1.016
8.362e-06,-5.08,-1.016
8.3624e-06,-5.08,-1.016
8.3628e-06,-5.08,-1.016
8.3632e-06,-5.08,-1.016
8.3636e-06,-5.08,-1.016
8.364e-06,-5.08,-1.016
8.3644e-06,-5.08,-1.016
8.3648e-06,-5.08,-1.016
8.3652e-06,-5.08,-1.016
8.3656e-06,-5.08,-1.016
8.366000000000001e-06,-5.08,-1.016
8.3664e-06,-5.08,-1.016
8.366800000000001e-06,-5.08,-1.016
8.3672e-06,-5.08,-1.016
8.367600000000001e-06,-5.08,-1.016
8.368e-06,-5.08,-1.016
8.368400000000001e-06,-5.08,-1.016
8.3688e-06,-5.08,-1.016
8.369200000000001e-06,-5.08,-1.016
8.3696e-06,-5.08,-1.016
8.37e-06,-5.08,-1.016
8.3704e-06,-5.08,-1.016
8.3708e-06,-5.08,-1.016
8.3712e-06,-5.08,-1.016
8.3716e-06,-5.08,-1.016
8.372e-06,-5.08,-1.016
8.3724e-06,-5.08,-1.016
8.3728e-06,-5.08,-1.016
8.3732e-06,-5.08,-1.016
8.3736e-06,-5.08,-1.016
8.374e-06,-5.08,-1.016
8.3744e-06,-5.08,-1.016
8.3748e-06,-5.08,-1.016
8.3752e-06,-5.08,-1.016
8.3756e-06,-5.08,-1.016
8.376e-06,-5.08,-1.016
8.3764e-06,-5.08,-1.016
8.3768e-06,-5.08,-1.016
8.3772e-06,-5.08,-1.016
8.377600000000001e-06,-5.08,-1.016
8.378e-06,-5.08,-1.016
8.378400000000001e-06,-5.08,-1.016
8.3788e-06,-5.08,-1.016
8.379200000000001e-06,-5.08,-1.016
8.3796e-06,-5.08,-1.016
8.380000000000001e-06,-5.08,-1.016
8.3804e-06,-5.08,-1.016
8.380800000000001e-06,-5.08,-1.016
8.3812e-06,-5.08,-1.016
8.3816e-06,-5.08,-1.016
8.382e-06,-5.08,-1.016
8.3824e-06,-5.08,-1.016
8.3828e-06,-5.08,-1.016
8.3832e-06,-5.08,-1.016
8.3836e-06,-5.08,-1.016
8.384e-06,-5.08,-1.016
8.3844e-06,-5.08,-1.016
8.3848e-06,-5.08,-1.016
8.3852e-06,-5.08,-1.016
8.3856e-06,-5.08,-1.016
8.386e-06,-5.08,-1.016
8.3864e-06,-5.08,-1.016
8.3868e-06,-5.08,-1.016
8.3872e-06,-5.08,-1.016
8.3876e-06,-5.08,-1.016
8.388e-06,-5.08,-1.016
8.388400000000001e-06,-5.08,-1.016
8.3888e-06,-5.08,-1.016
8.389200000000001e-06,-5.08,-1.016
8.3896e-06,-5.08,-1.016
8.390000000000001e-06,-5.08,-1.016
8.3904e-06,-5.08,-1.016
8.390800000000001e-06,-5.08,-1.016
8.3912e-06,-5.08,-1.016
8.391600000000001e-06,-5.08,-1.016
8.392e-06,-5.08,-1.016
8.3924e-06,-5.08,-1.016
8.3928e-06,-5.08,-1.016
8.3932e-06,-5.08,-1.016
8.3936e-06,-5.08,-1.016
8.394e-06,-5.08,-1.016
8.3944e-06,-5.08,-1.016
8.3948e-06,-5.08,-1.016
8.3952e-06,-5.08,-1.016
8.3956e-06,-5.08,-1.016
8.396e-06,-5.08,-1.016
8.3964e-06,-5.08,-1.016
8.3968e-06,-5.08,-1.016
8.3972e-06,-5.08,-1.016
8.3976e-06,-5.08,-1.016
8.398e-06,-5.08,-1.016
8.3984e-06,-5.08,-1.016
8.3988e-06,-5.08,-1.016
8.3992e-06,-5.08,-1.016
8.3996e-06,-5.08,-1.016
8.400000000000001e-06,-5.08,-1.016
8.4004e-06,-5.08,-1.016
8.400800000000001e-06,-5.08,-1.016
8.4012e-06,-5.08,-1.016
8.401600000000001e-06,-5.08,-1.016
8.402e-06,-5.08,-1.016
8.402400000000001e-06,-5.08,-1.016
8.4028e-06,-5.08,-1.016
8.403200000000001e-06,-5.08,-1.016
8.4036e-06,-5.08,-1.016
8.404e-06,-5.08,-1.016
8.4044e-06,-5.08,-1.016
8.4048e-06,-5.08,-1.016
8.4052e-06,-5.08,-1.016
8.4056e-06,-5.08,-1.016
8.406e-06,-5.08,-1.016
8.4064e-06,-5.08,-1.016
8.4068e-06,-5.08,-1.016
8.4072e-06,-5.08,-1.016
8.4076e-06,-5.08,-1.016
8.408e-06,-5.08,-1.016
8.4084e-06,-5.08,-1.016
8.4088e-06,-5.08,-1.016
8.4092e-06,-5.08,-1.016
8.4096e-06,-5.08,-1.016
8.41e-06,-5.08,-1.016
8.4104e-06,-5.08,-1.016
8.410800000000001e-06,-5.08,-1.016
8.4112e-06,-5.08,-1.016
8.411600000000001e-06,-5.08,-1.016
8.412e-06,-5.08,-1.016
8.412400000000001e-06,-5.08,-1.016
8.4128e-06,-5.08,-1.016
8.413200000000001e-06,-5.08,-1.016
8.4136e-06,-5.08,-1.016
8.414000000000001e-06,-5.08,-1.016
8.4144e-06,-5.08,-1.016
8.4148e-06,-5.08,-1.016
8.4152e-06,-5.08,-1.016
8.4156e-06,-5.08,-1.016
8.416e-06,-5.08,-1.016
8.4164e-06,-5.08,-1.016
8.4168e-06,-5.08,-1.016
8.4172e-06,-5.08,-1.016
8.4176e-06,-5.08,-1.016
8.418e-06,-5.08,-1.016
8.4184e-06,-5.08,-1.016
8.4188e-06,-5.08,-1.016
8.4192e-06,-5.08,-1.016
8.4196e-06,-5.08,-1.016
8.42e-06,-5.08,-1.016
8.4204e-06,-5.08,-1.016
8.4208e-06,-5.08,-1.016
8.4212e-06,-5.08,-1.016
8.4216e-06,-5.08,-1.016
8.422e-06,-5.08,-1.016
8.422400000000001e-06,-5.08,-1.016
8.4228e-06,-5.08,-1.016
8.423200000000001e-06,-5.08,-1.016
8.4236e-06,-5.08,-1.016
8.424000000000001e-06,-5.08,-1.016
8.4244e-06,-5.08,-1.016
8.424800000000001e-06,-5.08,-1.016
8.4252e-06,-5.08,-1.016
8.425600000000001e-06,-5.08,-1.016
8.426e-06,-5.08,-1.016
8.4264e-06,-5.08,-1.016
8.4268e-06,-5.08,-1.016
8.4272e-06,-5.08,-1.016
8.4276e-06,-5.08,-1.016
8.428e-06,-5.08,-1.016
8.4284e-06,-5.08,-1.016
8.4288e-06,-5.08,-1.016
8.4292e-06,-5.08,-1.016
8.4296e-06,-5.08,-1.016
8.43e-06,-5.08,-1.016
8.4304e-06,-5.08,-1.016
8.4308e-06,-5.08,-1.016
8.4312e-06,-5.08,-1.016
8.4316e-06,-5.08,-1.016
8.432e-06,-5.08,-1.016
8.4324e-06,-5.08,-1.016
8.4328e-06,-5.08,-1.016
8.4332e-06,-5.08,-1.016
8.4336e-06,-5.08,-1.016
8.434000000000001e-06,-5.08,-1.016
8.4344e-06,-5.08,-1.016
8.434800000000001e-06,-5.08,-1.016
8.4352e-06,-5.08,-1.016
8.435600000000001e-06,-5.08,-1.016
8.436e-06,-5.08,-1.016
8.436400000000001e-06,-5.08,-1.016
8.4368e-06,-5.08,-1.016
8.437200000000001e-06,-5.08,-1.016
8.4376e-06,-5.08,-1.016
8.438e-06,-5.08,-1.016
8.4384e-06,-5.08,-1.016
8.4388e-06,-5.08,-1.016
8.4392e-06,-5.08,-1.016
8.4396e-06,-5.08,-1.016
8.44e-06,-5.08,-1.016
8.4404e-06,-5.08,-1.016
8.4408e-06,-5.08,-1.016
8.4412e-06,-5.08,-1.016
8.4416e-06,-5.08,-1.016
8.442e-06,-5.08,-1.016
8.4424e-06,-5.08,-1.016
8.4428e-06,-5.08,-1.016
8.4432e-06,-5.08,-1.016
8.4436e-06,-5.08,-1.016
8.444e-06,-5.08,-1.016
8.4444e-06,-5.08,-1.016
8.444800000000001e-06,-5.08,-1.016
8.4452e-06,-5.08,-1.016
8.445600000000001e-06,-5.08,-1.016
8.446e-06,-5.08,-1.016
8.446400000000001e-06,-5.08,-1.016
8.4468e-06,-5.08,-1.016
8.447200000000001e-06,-5.08,-1.016
8.4476e-06,-5.08,-1.016
8.448000000000001e-06,-5.08,-1.016
8.4484e-06,-5.08,-1.016
8.4488e-06,-5.08,-1.016
8.4492e-06,-5.08,-1.016
8.4496e-06,-5.08,-1.016
8.45e-06,-5.08,-1.016
8.4504e-06,-5.08,-1.016
8.4508e-06,-5.08,-1.016
8.4512e-06,-5.08,-1.016
8.4516e-06,-5.08,-1.016
8.452e-06,-5.08,-1.016
8.4524e-06,-5.08,-1.016
8.4528e-06,-5.08,-1.016
8.4532e-06,-5.08,-1.016
8.4536e-06,-5.08,-1.016
8.454e-06,-5.08,-1.016
8.4544e-06,-5.08,-1.016
8.4548e-06,-5.08,-1.016
8.4552e-06,-5.08,-1.016
8.4556e-06,-5.08,-1.016
8.456e-06,-5.08,-1.016
8.456400000000001e-06,-5.08,-1.016
8.4568e-06,-5.08,-1.016
8.457200000000001e-06,-5.08,-1.016
8.4576e-06,-5.08,-1.016
8.458000000000001e-06,-5.08,-1.016
8.4584e-06,-5.08,-1.016
8.458800000000001e-06,-5.08,-1.016
8.4592e-06,-5.08,-1.016
8.459600000000001e-06,-5.08,-1.016
8.46e-06,-5.08,-1.016
8.4604e-06,-5.08,-1.016
8.4608e-06,-5.08,-1.016
8.4612e-06,-5.08,-1.016
8.4616e-06,-5.08,-1.016
8.462e-06,-5.08,-1.016
8.4624e-06,-5.08,-1.016
8.4628e-06,-5.08,-1.016
8.4632e-06,-5.08,-1.016
8.4636e-06,-5.08,-1.016
8.464e-06,-5.08,-1.016
8.4644e-06,-5.08,-1.016
8.4648e-06,-5.08,-1.016
8.4652e-06,-5.08,-1.016
8.4656e-06,-5.08,-1.016
8.466e-06,-5.08,-1.016
8.4664e-06,-5.08,-1.016
8.4668e-06,-5.08,-1.016
8.467200000000001e-06,-5.08,-1.016
8.4676e-06,-5.08,-1.016
8.468000000000001e-06,-5.08,-1.016
8.4684e-06,-5.08,-1.016
8.468800000000001e-06,-5.08,-1.016
8.4692e-06,-5.08,-1.016
8.469600000000001e-06,-5.08,-1.016
8.47e-06,-5.08,-1.016
8.470400000000001e-06,-5.08,-1.016
8.4708e-06,-5.08,-1.016
8.4712e-06,-5.08,-1.016
8.4716e-06,-5.08,-1.016
8.472e-06,-5.08,-1.016
8.4724e-06,-5.08,-1.016
8.4728e-06,-5.08,-1.016
8.4732e-06,-5.08,-1.016
8.4736e-06,-5.08,-1.016
8.474e-06,-5.08,-1.016
8.4744e-06,-5.08,-1.016
8.4748e-06,-5.08,-1.016
8.4752e-06,-5.08,-1.016
8.4756e-06,-5.08,-1.016
8.476e-06,-5.08,-1.016
8.4764e-06,-5.08,-1.016
8.4768e-06,-5.08,-1.016
8.4772e-06,-5.08,-1.016
8.4776e-06,-5.08,-1.016
8.478e-06,-5.08,-1.016
8.4784e-06,-5.08,-1.016
8.478800000000001e-06,-5.08,-1.016
8.4792e-06,-5.08,-1.016
8.479600000000001e-06,-5.08,-1.016
8.48e-06,-5.08,-1.016
8.480400000000001e-06,-5.08,-1.016
8.4808e-06,-5.08,-1.016
8.481200000000001e-06,-5.08,-1.016
8.4816e-06,-5.08,-1.016
8.482000000000001e-06,-5.08,-1.016
8.4824e-06,-5.08,-1.016
8.4828e-06,-5.08,-1.016
8.4832e-06,-5.08,-1.016
8.4836e-06,-5.08,-1.016
8.484e-06,-5.08,-1.016
8.4844e-06,-5.08,-1.016
8.4848e-06,-5.08,-1.016
8.4852e-06,-5.08,-1.016
8.4856e-06,-5.08,-1.016
8.486e-06,-5.08,-1.016
8.4864e-06,-5.08,-1.016
8.4868e-06,-5.08,-1.016
8.4872e-06,-5.08,-1.016
8.4876e-06,-5.08,-1.016
8.488e-06,-5.08,-1.016
8.4884e-06,-5.08,-1.016
8.4888e-06,-5.08,-1.016
8.4892e-06,-5.08,-1.016
8.4896e-06,-5.08,-1.016
8.49e-06,-5.08,-1.016
8.490400000000001e-06,-5.08,-1.016
8.4908e-06,-5.08,-1.016
8.491200000000001e-06,-5.08,-1.016
8.4916e-06,-5.08,-1.016
8.492000000000001e-06,-5.08,-1.016
8.4924e-06,-5.08,-1.016
8.492800000000001e-06,-5.08,-1.016
8.4932e-06,-5.08,-1.016
8.493600000000001e-06,-5.08,-1.016
8.494e-06,-5.08,-1.016
8.4944e-06,-5.08,-1.016
8.4948e-06,-5.08,-1.016
8.4952e-06,-5.08,-1.016
8.4956e-06,-5.08,-1.016
8.496e-06,-5.08,-1.016
8.4964e-06,-5.08,-1.016
8.4968e-06,-5.08,-1.016
8.4972e-06,-5.08,-1.016
8.4976e-06,-5.08,-1.016
8.498e-06,-5.08,-1.016
8.4984e-06,-5.08,-1.016
8.4988e-06,-5.08,-1.016
8.4992e-06,-5.08,-1.016
8.4996e-06,-5.08,-1.016
8.5e-06,-5.08,-1.016
8.5004e-06,-5.08,-1.016
8.5008e-06,-5.08,-1.016
8.501200000000001e-06,-5.08,-1.016
8.5016e-06,-5.08,-1.016
8.502000000000001e-06,-5.08,-1.016
8.5024e-06,-5.08,-1.016
8.502800000000001e-06,-5.08,-1.016
8.5032e-06,-5.08,-1.016
8.503600000000001e-06,-5.08,-1.016
8.504e-06,-5.08,-1.016
8.504400000000001e-06,-5.08,-1.016
8.5048e-06,-5.08,-1.016
8.5052e-06,-5.08,-1.016
8.5056e-06,-5.08,-1.016
8.506e-06,-5.08,-1.016
8.5064e-06,-5.08,-1.016
8.5068e-06,-5.08,-1.016
8.5072e-06,-5.08,-1.016
8.5076e-06,-5.08,-1.016
8.508e-06,-5.08,-1.016
8.5084e-06,-5.08,-1.016
8.5088e-06,-5.08,-1.016
8.5092e-06,-5.08,-1.016
8.5096e-06,-5.08,-1.016
8.51e-06,-5.08,-1.016
8.5104e-06,-5.08,-1.016
8.5108e-06,-5.08,-1.016
8.5112e-06,-5.08,-1.016
8.5116e-06,-5.08,-1.016
8.512e-06,-5.08,-1.016
8.5124e-06,-5.08,-1.016
8.512800000000001e-06,-5.08,-1.016
8.5132e-06,-5.08,-1.016
8.513600000000001e-06,-5.08,-1.016
8.514e-06,-5.08,-1.016
8.514400000000001e-06,-5.08,-1.016
8.5148e-06,-5.08,-1.016
8.515200000000001e-06,-5.08,-1.016
8.5156e-06,-5.08,-1.016
8.516000000000001e-06,-5.08,-1.016
8.5164e-06,-5.08,-1.016
8.5168e-06,-5.08,-1.016
8.5172e-06,-5.08,-1.016
8.5176e-06,-5.08,-1.016
8.518e-06,-5.08,-1.016
8.5184e-06,-5.08,-1.016
8.5188e-06,-5.08,-1.016
8.5192e-06,-5.08,-1.016
8.5196e-06,-5.08,-1.016
8.52e-06,-5.08,-1.016
8.5204e-06,-5.08,-1.016
8.5208e-06,-5.08,-1.016
8.5212e-06,-5.08,-1.016
8.5216e-06,-5.08,-1.016
8.522e-06,-5.08,-1.016
8.5224e-06,-5.08,-1.016
8.5228e-06,-5.08,-1.016
8.5232e-06,-5.08,-1.016
8.523600000000001e-06,-5.08,-1.016
8.524e-06,-5.08,-1.016
8.524400000000001e-06,-5.08,-1.016
8.5248e-06,-5.08,-1.016
8.525200000000001e-06,-5.08,-1.016
8.5256e-06,-5.08,-1.016
8.526000000000001e-06,-5.08,-1.016
8.5264e-06,-5.08,-1.016
8.526800000000001e-06,-5.08,-1.016
8.5272e-06,-5.08,-1.016
8.5276e-06,-5.08,-1.016
8.528e-06,-5.08,-1.016
8.5284e-06,-5.08,-1.016
8.5288e-06,-5.08,-1.016
8.5292e-06,-5.08,-1.016
8.5296e-06,-5.08,-1.016
8.53e-06,-5.08,-1.016
8.5304e-06,-5.08,-1.016
8.5308e-06,-5.08,-1.016
8.5312e-06,-5.08,-1.016
8.5316e-06,-5.08,-1.016
8.532e-06,-5.08,-1.016
8.5324e-06,-5.08,-1.016
8.5328e-06,-5.08,-1.016
8.5332e-06,-5.08,-1.016
8.5336e-06,-5.08,-1.016
8.534e-06,-5.08,-1.016
8.5344e-06,-5.08,-1.016
8.5348e-06,-5.08,-1.016
8.535200000000001e-06,-5.08,-1.016
8.5356e-06,-5.08,-1.016
8.536000000000001e-06,-5.08,-1.016
8.5364e-06,-5.08,-1.016
8.536800000000001e-06,-5.08,-1.016
8.5372e-06,-5.08,-1.016
8.537600000000001e-06,-5.08,-1.016
8.538e-06,-5.08,-1.016
8.538400000000001e-06,-5.08,-1.016
8.5388e-06,-5.08,-1.016
8.5392e-06,-5.08,-1.016
8.5396e-06,-5.08,-1.016
8.54e-06,-5.08,-1.016
8.5404e-06,-5.08,-1.016
8.5408e-06,-5.08,-1.016
8.5412e-06,-5.08,-1.016
8.5416e-06,-5.08,-1.016
8.542e-06,-5.08,-1.016
8.5424e-06,-5.08,-1.016
8.5428e-06,-5.08,-1.016
8.5432e-06,-5.08,-1.016
8.5436e-06,-5.08,-1.016
8.544e-06,-5.08,-1.016
8.5444e-06,-5.08,-1.016
8.5448e-06,-5.08,-1.016
8.5452e-06,-5.08,-1.016
8.5456e-06,-5.08,-1.016
8.546000000000001e-06,-5.08,-1.016
8.5464e-06,-5.08,-1.016
8.546800000000001e-06,-5.08,-1.016
8.5472e-06,-5.08,-1.016
8.547600000000001e-06,-5.08,-1.016
8.548e-06,-5.08,-1.016
8.548400000000001e-06,-5.08,-1.016
8.5488e-06,-5.08,-1.016
8.549200000000001e-06,-5.08,-1.016
8.5496e-06,-5.08,-1.016
8.550000000000001e-06,-5.08,-1.016
8.5504e-06,-5.08,-1.016
8.5508e-06,-5.08,-1.016
8.5512e-06,-5.08,-1.016
8.5516e-06,-5.08,-1.016
8.552e-06,-5.08,-1.016
8.5524e-06,-5.08,-1.016
8.5528e-06,-5.08,-1.016
8.5532e-06,-5.08,-1.016
8.5536e-06,-5.08,-1.016
8.554e-06,-5.08,-1.016
8.5544e-06,-5.08,-1.016
8.5548e-06,-5.08,-1.016
8.5552e-06,-5.08,-1.016
8.5556e-06,-5.08,-1.016
8.556e-06,-5.08,-1.016
8.5564e-06,-5.08,-1.016
8.5568e-06,-5.08,-1.016
8.5572e-06,-5.08,-1.016
8.557600000000001e-06,-5.08,-1.016
8.558e-06,-5.08,-1.016
8.558400000000001e-06,-5.08,-1.016
8.5588e-06,-5.08,-1.016
8.559200000000001e-06,-5.08,-1.016
8.5596e-06,-5.08,-1.016
8.560000000000001e-06,-5.08,-1.016
8.5604e-06,-5.08,-1.016
8.560800000000001e-06,-5.08,-1.016
8.5612e-06,-5.08,-1.016
8.5616e-06,-5.08,-1.016
8.562e-06,-5.08,-1.016
8.5624e-06,-5.08,-1.016
8.5628e-06,-5.08,-1.016
8.5632e-06,-5.08,-1.016
8.5636e-06,-5.08,-1.016
8.564e-06,-5.08,-1.016
8.5644e-06,-5.08,-1.016
8.5648e-06,-5.08,-1.016
8.5652e-06,-5.08,-1.016
8.5656e-06,-5.08,-1.016
8.566e-06,-5.08,-1.016
8.5664e-06,-5.08,-1.016
8.5668e-06,-5.08,-1.016
8.5672e-06,-5.08,-1.016
8.5676e-06,-5.08,-1.016
8.568e-06,-5.08,-1.016
8.5684e-06,-5.08,-1.016
8.5688e-06,-5.08,-1.016
8.569200000000001e-06,-5.08,-1.016
8.5696e-06,-5.08,-1.016
8.570000000000001e-06,-5.08,-1.016
8.5704e-06,-5.08,-1.016
8.570800000000001e-06,-5.08,-1.016
8.5712e-06,-5.08,-1.016
8.571600000000001e-06,-5.08,-1.016
8.572e-06,-5.08,-1.016
8.572400000000001e-06,-5.08,-1.016
8.5728e-06,-5.08,-1.016
8.5732e-06,-5.08,-1.016
8.5736e-06,-5.08,-1.016
8.574e-06,-5.08,-1.016
8.5744e-06,-5.08,-1.016
8.5748e-06,-5.08,-1.016
8.5752e-06,-5.08,-1.016
8.5756e-06,-5.08,-1.016
8.576e-06,-5.08,-1.016
8.5764e-06,-5.08,-1.016
8.5768e-06,-5.08,-1.016
8.5772e-06,-5.08,-1.016
8.5776e-06,-5.08,-1.016
8.578e-06,-5.08,-1.016
8.5784e-06,-5.08,-1.016
8.5788e-06,-5.08,-1.016
8.5792e-06,-5.08,-1.016
8.5796e-06,-5.08,-1.016
8.580000000000001e-06,-5.08,-1.016
8.5804e-06,-5.08,-1.016
